  1.380000E+00   2.136437E+04   2.136437E+04   2.136437E+04   2.098690E+04
  1.400000E+00   2.143756E+04   2.143756E+04   2.143756E+04   2.105862E+04
  1.420000E+00   2.151087E+04   2.151087E+04   2.151087E+04   2.113050E+04
  1.440000E+00   2.158386E+04   2.158386E+04   2.158386E+04   2.120202E+04
  1.460000E+00   2.165694E+04   2.165694E+04   2.165694E+04   2.127363E+04
  1.480000E+00   2.172931E+04   2.172931E+04   2.172931E+04   2.134457E+04
  1.500000E+00   2.180265E+04   2.180265E+04   2.180265E+04   2.141643E+04
  1.520000E+00   2.187594E+04   2.187594E+04   2.187594E+04   2.148826E+04
  1.540000E+00   2.194859E+04   2.194859E+04   2.194859E+04   2.155946E+04
  1.560000E+00   2.202091E+04   2.202091E+04   2.202091E+04   2.163033E+04
  1.580000E+00   2.209405E+04   2.209405E+04   2.209405E+04   2.170199E+04
  1.600000E+00   2.216691E+04   2.216691E+04   2.216691E+04   2.177342E+04
  1.620000E+00   2.223933E+04   2.223933E+04   2.223933E+04   2.184438E+04
  1.640000E+00   2.231240E+04   2.231240E+04   2.231240E+04   2.191597E+04
  1.660000E+00   2.238493E+04   2.238493E+04   2.238493E+04   2.198708E+04
  1.680000E+00   2.245776E+04   2.245776E+04   2.245776E+04   2.205844E+04
  1.700000E+00   2.253009E+04   2.253009E+04   2.253009E+04   2.212932E+04
  1.720000E+00   2.260314E+04   2.260314E+04   2.260314E+04   2.220092E+04
  1.740000E+00   2.267522E+04   2.267522E+04   2.267522E+04   2.227157E+04
  1.760000E+00   2.274777E+04   2.274777E+04   2.274777E+04   2.234267E+04
  1.780000E+00   2.282006E+04   2.282006E+04   2.282006E+04   2.241350E+04
  1.800000E+00   2.289155E+04   2.289155E+04   2.289155E+04   2.248355E+04
  1.820000E+00   2.296441E+04   2.296441E+04   2.296441E+04   2.255497E+04
  1.840000E+00   2.303657E+04   2.303657E+04   2.303657E+04   2.262567E+04
  1.860000E+00   2.310897E+04   2.310897E+04   2.310897E+04   2.269661E+04
  1.880000E+00   2.318087E+04   2.318087E+04   2.318087E+04   2.276708E+04
  1.900000E+00   2.325305E+04   2.325305E+04   2.325305E+04   2.283784E+04
  1.920000E+00   2.332512E+04   2.332512E+04   2.332512E+04   2.290846E+04
  1.940000E+00   2.339740E+04   2.339740E+04   2.339740E+04   2.297927E+04
  1.960000E+00   2.346924E+04   2.346924E+04   2.346924E+04   2.304966E+04
  1.980000E+00   2.354117E+04   2.354117E+04   2.354117E+04   2.312017E+04
  2.000000E+00   2.361303E+04   2.361303E+04   2.361303E+04   2.319059E+04
