  1.660000E+00   9.396740E+05  -7.444597E+05   2.623808E+06
  1.680000E+00   9.412526E+05  -7.428811E+05   2.625386E+06
  1.700000E+00   9.420381E+05  -7.420956E+05   2.626172E+06
  1.720000E+00   9.429113E+05  -7.412224E+05   2.627045E+06
  1.740000E+00   9.429546E+05  -7.411791E+05   2.627088E+06
  1.760000E+00   9.436110E+05  -7.405228E+05   2.627745E+06
  1.780000E+00   9.443263E+05  -7.398074E+05   2.628460E+06
  1.800000E+00   9.447508E+05  -7.393829E+05   2.628885E+06
  1.820000E+00   9.449418E+05  -7.391919E+05   2.629076E+06
  1.840000E+00   9.456370E+05  -7.384967E+05   2.629771E+06
  1.860000E+00   9.467442E+05  -7.373896E+05   2.630878E+06
  1.880000E+00   9.466967E+05  -7.374371E+05   2.630830E+06
  1.900000E+00   9.459769E+05  -7.381568E+05   2.630111E+06
  1.920000E+00   9.463698E+05  -7.377639E+05   2.630504E+06
  1.940000E+00   9.474505E+05  -7.366832E+05   2.631584E+06
  1.960000E+00   9.480315E+05  -7.361023E+05   2.632165E+06
  1.980000E+00   9.476372E+05  -7.364965E+05   2.631771E+06
  2.000000E+00   9.475685E+05  -7.365652E+05   2.631702E+06
